id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
2440,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zur Einlösung von Aktionsgutscheinen branchenüblich sind und der Verbraucher mit solchen Bedingungen rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Bedingungen transparent und für den Verbraucher zumutbar sind.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1076,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die gesonderte Ausweisung von Versandkosten im Onlinehandel üblich ist und der Verbraucher hiermit rechnen muss. Die Formulierung ist klar und transparent, da der Gesamtpreis vor Abgabe der Bestellung angezeigt wird.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vor Vertragsschluss über alle Preisbestandteile informiert wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel dem gesetzlichen Transparenzgebot (§ 312j Abs. 2 BGB) entspricht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
39,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Regelung zu Lieferzeitfenstern und Zusatzkosten klar und transparent im Zusammenhang mit der Bestellung dargestellt wird. Die Formulierung ist eindeutig und für den Verbraucher verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Zusatzgebühr für eine optionale Zusatzleistung transparent angegeben wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2554,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf den Fortbestand gesetzlicher Rechte und deren Vorrang üblich und für den Verbraucher vorteilhaft ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel gesetzliche Rechte bestätigt und deren Geltung sicherstellt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild vorliegt, sondern dieses bekräftigt wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
765,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Beschreibung des Bestellvorgangs und der Bestätigung des Warenkorbs im Onlinehandel üblich und zu erwarten ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich der technische Ablauf der Bestellung beschrieben wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3241,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Mengenbegrenzungen auf haushaltsübliche Mengen im B2C-Bereich branchenüblich sind und der Verbraucher damit rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Begrenzung auf haushaltsübliche Mengen dem typischen Zweck des Verbrauchervertrags entspricht.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
895,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf urheber- und markenrechtlichen Schutz von Inhalten und Kennzeichen im Rahmen von AGB und Nutzungsbedingungen üblich ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich bestehende gesetzliche Schutzrechte benannt werden.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
208,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Rücktrittsrechten bei Lieferverzug üblich sind und die Formulierung klar und verständlich ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da dem Verbraucher ein zusätzliches Rücktrittsrecht eingeräumt wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel nicht von wesentlichen gesetzlichen Grundgedanken abweicht, sondern diese zugunsten des Verbrauchers erweitert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1015,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf zusätzliche Bedingungen für bestimmte Leistungen/Produkte branchenüblich ist und ausdrücklich sowie gesondert erfolgen soll. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vorab ausdrücklich informiert wird und die zusätzlichen Bedingungen transparent angekündigt sind.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3112,0,Unwirksam,"1. Überraschende Klauseln: Keine objektiv überraschende Platzierung oder Formulierung, da Regelungen zur Nacherfüllung in AGB üblich sind; die Klausel ist nicht mehrdeutig, jedoch teilweise komplex formuliert, was die Transparenz mindert (§ 307 Abs. 1 S. 2 BGB).  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Klausel für die Dauer der Nacherfüllung weitergehende Gewährleistungsrechte, insbesondere Schadensersatz, pauschal ausschließt, ohne die gesetzlich vorgesehenen Ausnahmen zu berücksichtigen.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom wesentlichen gesetzlichen Grundgedanken der §§ 437, 280, 281 BGB, wonach Schadensersatzansprüche auch während der Nacherfüllung bestehen können, wenn die Voraussetzungen vorliegen.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Verstoß gegen § 309 Nr. 7 BGB, soweit die Klausel auch Schadensersatzansprüche wegen Verletzung von Leben, Körper oder Gesundheit oder bei grobem Verschulden während der Nacherfüllung ausschließt.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1229,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Möglichkeit der Auswahl einer Webseitenversion bei erstmaligem Besuch oder aufgrund gesetzlicher Vorgaben (Geoblocking-VO) nicht ungewöhnlich ist und im Kontext der Nutzung einer Online-Plattform zu erwarten ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da dem Nutzer lediglich ein Wahlrecht eingeräumt wird und keine Rechte eingeschränkt werden.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
932,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zur Verjährung in AGB üblich sind und die Klausel klar formuliert ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die gesetzliche Verjährungsfrist für Schadensersatzansprüche (§§ 195, 199 BGB) regelmäßig drei Jahre beträgt und eine Verkürzung auf zwölf Monate die Rechtsverfolgung des Verbrauchers erheblich erschwert.  
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von wesentlichen gesetzlichen Grundgedanken der regelmäßigen Verjährung abweicht und wesentliche Rechte des Verbrauchers einschränkt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 7 und Nr. 8 BGB): Verstoß gegen § 309 Nr. 7 BGB, soweit auch Ansprüche wegen Verletzung von Leben, Körper oder Gesundheit oder grobem Verschulden erfasst werden, da hierfür keine Verkürzung der Verjährung zulässig ist.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 4, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1771,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da ein Unternehmer im B2C-Bereich bei individualisierten Produkten üblicherweise prüft, ob Inhalte gegen rechtliche oder ethische Standards verstoßen; die Formulierung ist klar und verständlich.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Ablehnung diskriminierender Inhalte dem Schutz berechtigter Interessen des Unternehmers und Dritter dient.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da der Unternehmer grundsätzlich frei ist, ob er einen Vertrag schließt, solange kein Kontrahierungszwang besteht.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3704,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Angabe „frei Bordsteinkante“ bei Speditionslieferungen branchenüblich ist und klar erläutert wird. Die Platzierung innerhalb der Lieferbedingungen ist erwartbar und die Formulierung eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Hauptleistungspflicht (Lieferung) nicht unzumutbar eingeschränkt wird und der Leistungsort klar bestimmt ist.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Parteien den Leistungsort vertraglich festlegen dürfen.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
988,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da salvatorische Klauseln in AGB üblich sind und der Verbraucher mit einer solchen Regelung rechnen muss.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Klausel eine geltungserhaltende Reduktion vorsieht und damit die gesetzliche Rechtsfolge des § 306 BGB umgeht, wonach an die Stelle der unwirksamen Klausel die gesetzliche Regelung tritt.  
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel vom wesentlichen gesetzlichen Grundgedanken des § 306 Abs. 2 BGB abweicht und den Verbraucher schlechter stellt, indem sie eine hypothetische Parteivereinbarung fingiert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1895,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Irrtümern und Anfechtungsrechten in AGB branchenüblich sind und der Inhalt klar formuliert ist. Die Klausel ist weder versteckt noch mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da das Recht zur Anfechtung bei Irrtum gesetzlich vorgesehen ist (§§ 119 ff. BGB) und die Beweislast zugunsten des Verbrauchers geregelt wird.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung vom gesetzlichen Leitbild, vielmehr wird dieses bestätigt und zugunsten des Verbrauchers konkretisiert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2475,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende oder mehrdeutige Formulierung; Beginn der Gewährleistung mit Übergabe entspricht dem gesetzlichen Regelfall (§ 438 Abs. 2 BGB).  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den gesetzlichen Zustand wiedergibt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1689,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Definition des Verbrauchers dem gesetzlichen Leitbild des § 13 BGB entspricht und üblich in AGB ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den gesetzlichen Begriff wiedergibt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2025,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da ein Eigentumsvorbehalt im Warenkauf üblich ist und der Verbraucher damit rechnen muss. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Eigentumsvorbehalt gesetzlich anerkannt ist (§ 449 BGB).  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da § 449 BGB den Eigentumsvorbehalt ausdrücklich zulässt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
176,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf die Nichtteilnahme an einem Streitbeilegungsverfahren gesetzlich vorgesehen ist (§ 36 VSBG) und in AGB üblich sein kann. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da keine Rechte des Verbrauchers eingeschränkt werden; es besteht keine gesetzliche Pflicht zur Teilnahme.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da kein Abweichen von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3267,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Gewährleistungsrechten und Haftungsbeschränkungen in AGB üblich sind und der Inhalt klar erkennbar ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da die Verknüpfung des gesetzlichen Schadensersatzrechts mit einer pauschalen Haftungsbeschränkung in § 10 die gesetzlich vorgesehenen Ansprüche des Verbrauchers einschränkt.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom wesentlichen gesetzlichen Grundgedanken der §§ 437 Nr. 3, 280 ff. BGB, wonach Schadensersatzansprüche bei Mängeln nicht durch generelle Haftungsbeschränkungen ausgehöhlt werden dürfen.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 7 BGB): Verstoß, soweit die in § 10 enthaltenen Haftungsbeschränkungen auch für Schäden aus Verletzung von Leben, Körper oder Gesundheit oder für grobe Fahrlässigkeit/Vorsatz gelten.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
620,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Widerrufsbelehrung gesetzlich vorgeschrieben ist und inhaltlich dem Verbraucher bekannte Rechte betrifft. Die Formulierung ist klar und transparent, sodass keine Intransparenz i.S.d. § 305c Abs. 1 BGB vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel das gesetzliche Widerrufsrecht sogar zugunsten des Verbrauchers (30 statt 14 Tage) erweitert.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, vielmehr wird das gesetzliche Leitbild eingehalten bzw. verbessert.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2770,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da ein Verweis auf Datenschutzhinweise im B2C-Bereich üblich ist und der Verbraucher mit einer solchen Information rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich auf separate Datenschutzhinweise verwiesen wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 3, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
19,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Festlegung zulässiger Zahlungsarten und der Ausschluss von Skonto im B2C-Bereich üblich und klar formuliert ist.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da kein gesetzlicher Anspruch auf Skonto besteht und die Zahlungsarten transparent dargestellt werden.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2324,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zum Zustandekommen des Vertrages und zur Definition von „Werktag“ in AGB üblich sind und der Verbraucher mit einer solchen Bestimmung rechnen muss. Die Definition des Werktags ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Annahmefrist von 2 Werktagen kurz und verbraucherfreundlich ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2427,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die sofortige Belastung der Kreditkarte bei Bestellung im Onlinehandel branchenüblich ist und der Verbraucher damit rechnen muss. Die Formulierung ist klar und eindeutig, sodass keine Intransparenz vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Vorleistungspflicht des Verbrauchers bei Kreditkartenzahlung üblich und sachlich gerechtfertigt ist.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2322,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Einbeziehung von AGB in ihrer jeweils aktuellen Fassung bei Vertragsschluss üblich und zu erwarten ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den Zeitpunkt der maßgeblichen Fassung der AGB festlegt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
